,,Default,HHInsurance,CarLoan,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,CallLength,CallStartHour,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum,Job_other,Marital_divorced,Marital_married,Marital_single,Education_0,Communication_other,Outcome_NoPrev,Outcome_other
train,264,0,0,0,19,11,-1,0,3.1166666666666667,9,1,7,29,4,1,0,1,0,1,1,1,0
train,265,0,1,0,2,3,-1,0,2.5166666666666666,11,3,6,22,1,1,0,1,0,1,1,1,0
train,266,0,1,0,15,1,-1,0,2.3666666666666667,16,6,5,19,2,1,0,1,0,1,1,1,0
train,267,0,0,0,30,5,-1,0,1.2833333333333334,10,5,7,30,5,1,0,1,0,1,1,1,0
train,268,0,0,0,6,1,-1,0,12.516666666666667,11,5,2,5,1,1,0,1,0,1,1,1,0
train,269,0,0,0,6,2,94,3,9.366666666666667,13,5,8,31,1,1,0,1,0,1,1,0,1
train,270,0,1,0,2,3,-1,0,1.3666666666666667,12,3,6,22,1,1,0,1,0,1,1,1,0
train,271,0,1,0,2,1,-1,0,6.4,15,3,6,22,1,1,0,1,0,1,1,1,0
train,272,0,0,0,19,1,-1,0,1.4833333333333334,17,5,11,46,3,1,0,1,0,1,1,1,0
train,273,0,0,0,10,2,92,2,6.766666666666667,16,2,2,6,2,1,1,0,0,1,1,0,1
train,274,0,0,0,19,4,532,2,3.4,15,1,7,29,4,1,0,0,1,1,1,0,1
train,275,0,0,0,20,2,-1,0,1.25,14,5,8,33,3,1,0,1,0,1,1,1,0
train,276,0,1,0,16,4,-1,0,17.05,9,0,5,20,3,1,0,1,0,1,1,1,0
train,277,0,0,0,5,1,-1,0,2.7666666666666666,11,4,8,31,1,1,0,1,0,1,1,1,0
train,278,0,1,0,21,1,-1,0,1.65,12,3,7,29,4,1,1,0,0,1,1,1,0
train,279,1,1,0,9,1,-1,0,6.566666666666666,9,5,7,27,2,1,0,1,0,1,1,1,0
train,280,0,1,0,6,3,-1,0,3.3,12,5,2,5,1,1,0,1,0,1,1,1,0
train,281,1,0,1,30,2,-1,0,9.95,17,5,7,30,5,1,0,1,0,1,1,1,0
train,282,0,0,0,9,1,-1,0,11.666666666666666,10,3,6,23,2,1,1,0,0,1,1,1,0
train,283,0,1,1,8,1,-1,0,4.433333333333334,13,6,5,18,1,1,0,1,0,1,1,1,0
train,284,0,0,0,12,1,-1,0,16.3,15,4,8,32,2,1,0,0,1,1,1,1,0
train,285,0,0,0,15,2,213,10,3.1166666666666667,10,5,10,41,3,1,1,0,0,1,1,0,1
train,286,0,0,0,14,2,-1,0,3.5833333333333335,17,6,8,32,2,1,0,1,0,1,1,1,0
train,287,0,0,0,17,3,81,3,4.75,16,5,9,37,3,1,0,0,1,1,1,0,1
train,288,0,1,0,3,2,221,4,1.95,10,2,2,5,1,1,0,1,0,1,1,0,1
train,289,0,0,0,31,3,-1,0,1.1666666666666667,15,6,7,30,5,1,0,1,0,1,1,1,0
train,290,0,0,1,23,6,-1,0,34.63333333333333,12,5,7,29,4,1,0,0,1,1,1,1,0
train,291,0,0,0,20,1,-1,0,1.6,11,6,11,46,3,1,0,1,0,1,1,1,0
train,292,0,0,0,14,1,-1,0,0.5,17,1,6,24,3,1,0,1,0,1,1,1,0
train,293,0,1,0,20,1,-1,0,2.066666666666667,15,2,4,16,4,1,0,1,0,1,1,1,0
train,294,0,0,1,20,2,-1,0,0.85,14,0,6,25,4,1,0,1,0,1,1,1,0
train,295,0,1,0,28,2,-1,0,1.2666666666666666,10,3,7,30,5,1,0,0,1,1,1,1,0
train,296,0,0,0,16,1,-1,0,3.566666666666667,12,3,6,24,3,1,0,0,1,1,1,1,0
train,297,0,1,0,5,1,94,1,2.4833333333333334,14,6,6,22,1,1,0,0,1,1,1,0,1
train,298,0,0,0,26,1,-1,0,1.1333333333333333,13,3,5,21,4,1,0,0,1,1,1,1,0
train,299,0,1,0,18,1,370,1,14.05,12,2,5,20,3,1,0,0,1,1,1,0,1
train,300,0,0,1,5,1,-1,0,0.5666666666666667,9,6,6,22,1,1,1,0,0,1,1,1,0
train,301,0,0,0,26,2,-1,0,7.266666666666667,15,4,8,34,4,1,0,1,0,1,1,1,0
train,302,0,1,0,20,2,92,3,5.266666666666667,12,3,10,42,4,1,0,0,1,1,1,0,1
train,303,0,0,0,23,3,-1,0,1.55,14,5,4,16,4,1,0,1,0,1,1,1,0
train,304,0,0,0,7,1,-1,0,3.7333333333333334,10,3,7,27,2,1,0,1,0,1,1,1,0
train,305,0,0,0,21,2,-1,0,2.2333333333333334,15,6,8,33,3,1,0,0,1,1,1,1,0
train,306,0,1,0,6,2,-1,0,5.766666666666667,9,4,5,18,1,1,0,1,0,1,1,1,0
train,307,0,0,0,11,1,433,1,3.8833333333333333,13,3,8,32,2,1,0,0,1,1,1,0,1
train,308,0,1,0,12,4,307,1,2.45,14,3,5,19,2,1,0,0,1,1,1,0,1
train,309,0,0,0,5,3,-1,0,5.45,12,1,4,14,2,1,0,0,1,1,1,1,0
train,310,0,0,0,2,1,-1,0,4.616666666666666,11,1,2,5,1,1,0,1,0,1,1,1,0
train,311,0,0,0,28,1,-1,0,1.1666666666666667,9,3,1,4,4,1,0,1,0,1,1,1,0
train,312,0,0,0,21,2,-1,0,10.383333333333333,15,3,4,16,4,1,0,0,1,1,1,1,0
train,313,0,1,0,2,1,-1,0,4.65,15,1,2,5,1,1,0,1,0,1,1,1,0
train,314,0,0,0,27,6,-1,0,5.216666666666667,15,5,8,34,4,1,0,0,1,1,1,1,0
train,315,0,1,1,17,1,-1,0,7.966666666666667,17,0,10,42,4,1,1,0,0,1,1,1,0
train,316,0,1,0,28,1,253,5,10.033333333333333,14,3,1,4,4,1,1,0,0,1,1,0,1
train,317,0,1,0,20,1,190,1,0.7833333333333333,17,6,11,46,3,1,0,1,0,1,1,0,1
train,318,0,1,0,20,2,-1,0,7.833333333333333,13,6,11,46,3,1,1,0,0,1,1,1,0
train,319,0,1,0,6,1,170,4,2.0,17,4,5,18,1,1,0,0,1,1,1,0,1
train,320,0,0,0,12,1,92,4,4.216666666666667,15,5,11,45,2,1,0,1,0,1,1,0,1
train,321,0,1,0,5,2,-1,0,0.08333333333333333,17,3,5,18,1,1,0,0,1,1,1,1,0
train,322,0,0,0,22,2,-1,0,9.65,10,0,8,34,4,1,0,1,0,1,1,1,0
train,323,0,1,0,20,3,325,1,0.95,17,2,4,16,4,1,1,0,0,1,1,0,1
train,324,0,1,0,19,1,262,7,6.466666666666667,9,4,2,7,3,1,0,1,0,1,1,0,1
train,325,0,0,0,30,3,-1,0,1.3333333333333333,13,5,7,30,5,1,0,0,1,1,1,1,0
train,326,0,1,0,15,1,-1,0,3.933333333333333,10,6,5,19,2,1,0,1,0,1,1,1,0
train,327,0,1,0,20,1,100,2,2.75,15,6,11,46,3,1,0,0,1,1,1,0,1
train,328,0,0,0,15,1,91,2,4.283333333333333,16,1,3,11,3,1,0,1,0,1,1,0,1
train,329,0,1,0,27,3,-1,0,0.08333333333333333,17,4,5,21,4,1,0,0,1,1,1,1,0
train,330,0,0,0,16,3,95,4,4.416666666666667,13,1,8,33,3,1,0,0,1,1,1,0,1
train,331,0,1,0,17,2,-1,0,4.1,14,6,4,15,3,1,0,1,0,1,1,1,0
train,332,0,0,0,18,6,-1,0,16.633333333333333,12,3,8,33,3,1,0,1,0,1,1,1,0
train,333,0,0,0,11,3,-1,0,11.933333333333334,9,3,8,32,2,1,1,0,0,1,1,1,0
train,334,0,1,0,20,7,-1,0,6.366666666666666,12,0,6,25,4,1,0,0,1,1,1,1,0
train,335,0,1,0,2,2,385,1,4.7,14,3,6,22,1,1,0,1,0,1,1,0,1
train,336,0,0,0,9,2,-1,0,4.216666666666667,13,5,7,27,2,1,0,0,1,1,1,1,0
train,337,0,1,0,13,1,-1,0,17.266666666666666,12,2,4,15,3,1,0,0,1,1,1,1,0
train,338,0,1,0,4,5,-1,0,4.8,15,2,5,18,1,1,0,1,0,1,1,1,0
train,339,0,1,0,15,6,-1,0,10.533333333333333,12,4,7,28,3,1,0,0,1,1,1,1,0
train,340,0,0,0,20,3,-1,0,17.05,13,0,6,25,4,1,1,0,0,1,1,1,0
train,341,0,1,0,9,2,-1,0,3.466666666666667,16,0,5,19,2,1,0,1,0,1,1,1,0
train,342,0,0,0,6,2,-1,0,3.783333333333333,16,2,7,27,2,1,0,1,0,1,1,1,0
train,343,0,1,0,10,1,-1,0,8.1,12,6,7,27,2,1,0,0,1,1,1,1,0
train,344,0,1,0,26,2,-1,0,2.7,17,3,5,21,4,1,1,0,0,1,1,1,0
train,345,0,1,0,18,5,-1,0,5.866666666666666,15,0,7,29,4,1,0,0,1,1,1,1,0
train,346,0,0,0,13,1,134,1,2.816666666666667,16,3,10,41,3,1,0,0,1,1,1,0,1
train,347,0,0,0,20,1,-1,0,3.55,16,3,10,42,4,1,0,1,0,1,1,1,0
train,348,0,1,0,21,3,-1,0,5.55,14,3,4,16,4,1,0,0,1,1,1,1,0
train,349,0,0,0,30,2,-1,0,2.55,15,5,7,30,5,1,0,1,0,1,1,1,0
train,350,0,1,0,4,2,-1,0,5.783333333333333,17,2,5,18,1,1,0,1,0,1,1,1,0
train,351,0,1,0,18,2,-1,0,1.95,11,0,7,29,4,1,1,0,0,1,1,1,0
train,352,0,1,0,14,7,-1,0,2.8333333333333335,14,5,5,19,2,1,0,1,0,1,1,1,0
train,353,0,0,0,12,4,-1,0,1.9333333333333333,15,4,8,32,2,1,0,1,0,1,1,1,0
train,354,0,0,0,20,7,-1,0,0.85,14,6,11,46,3,1,0,0,1,1,1,1,0
train,355,0,1,0,16,1,-1,0,3.566666666666667,16,0,5,20,3,1,0,0,1,1,1,1,0
train,356,0,1,0,18,3,-1,0,1.8666666666666667,13,5,6,24,3,1,0,1,0,1,1,1,0
train,357,0,1,0,8,1,-1,0,6.75,12,6,5,18,1,1,0,0,1,1,1,1,0
train,358,0,1,0,2,1,56,2,5.866666666666666,15,3,6,22,1,1,0,1,0,1,1,0,1
train,359,0,1,0,22,11,-1,0,13.366666666666667,12,4,7,29,4,1,0,1,0,1,1,1,0
train,360,0,1,0,8,3,-1,0,4.716666666666667,11,6,5,18,1,1,0,1,0,1,1,1,0
train,361,0,0,0,28,1,-1,0,2.183333333333333,14,3,1,4,4,1,0,0,1,1,1,1,0
train,362,0,1,0,16,2,-1,0,1.75,10,5,4,15,3,1,0,1,0,1,1,1,0
train,363,0,0,0,25,4,-1,0,3.55,13,2,5,21,4,1,0,0,1,1,1,1,0
train,364,0,1,0,13,4,-1,0,3.783333333333333,17,4,5,19,2,1,0,1,0,1,1,1,0
train,365,0,0,0,31,34,-1,0,1.1,9,6,7,30,5,1,0,1,0,1,1,1,0
train,366,0,1,0,13,3,-1,0,3.8833333333333333,9,4,5,19,2,1,0,0,1,1,1,1,0
train,367,0,1,1,4,1,273,1,2.066666666666667,14,3,2,5,1,1,0,0,1,1,1,0,1
train,368,0,0,1,4,1,-1,0,20.433333333333334,17,3,2,5,1,1,1,0,0,1,1,1,0
train,369,0,0,1,10,4,-1,0,2.5166666666666666,12,6,7,27,2,1,1,0,0,1,1,1,0
train,370,0,0,0,25,1,-1,0,1.5166666666666666,9,2,5,21,4,1,0,0,1,1,1,1,0
train,371,0,1,0,30,1,-1,0,4.283333333333333,14,5,4,17,5,1,0,0,1,1,1,1,0
train,372,0,1,0,16,1,-1,0,6.85,17,2,11,46,3,1,0,0,1,1,1,1,0
train,373,0,1,0,5,1,211,1,3.8666666666666667,11,4,2,5,1,1,1,0,0,1,1,0,1
train,374,0,0,0,9,2,182,1,12.366666666666667,13,1,2,6,2,1,0,0,1,1,1,0,1
train,375,0,0,0,28,1,182,1,6.533333333333333,13,3,4,17,5,1,0,1,0,1,1,0,1
train,376,0,0,0,20,12,-1,0,0.36666666666666664,17,0,6,25,4,1,0,1,0,1,1,1,0
train,377,0,0,0,30,2,-1,0,3.7666666666666666,14,5,1,4,4,1,0,0,1,1,1,1,0
train,378,0,0,0,19,4,-1,0,2.35,14,4,8,33,3,1,0,1,0,1,1,1,0
train,379,0,1,0,7,2,-1,0,3.35,13,6,8,31,1,1,0,1,0,1,1,1,0
train,380,0,0,0,2,2,-1,0,2.05,11,1,2,5,1,1,1,0,0,1,1,1,0
train,381,0,1,0,20,1,-1,0,1.2,10,2,4,16,4,1,0,1,0,1,1,1,0
train,382,0,0,0,17,2,-1,0,11.816666666666666,16,3,11,46,3,1,0,1,0,1,1,1,0
train,383,0,0,0,21,8,-1,0,3.4166666666666665,15,6,8,33,3,1,0,1,0,1,1,1,0
train,384,0,1,1,13,2,-1,0,7.333333333333333,14,4,5,19,2,1,0,0,1,1,1,1,0
train,385,0,1,0,8,6,-1,0,4.25,12,6,5,18,1,1,0,1,0,1,1,1,0
train,386,0,1,0,15,5,179,4,5.433333333333334,15,6,5,19,2,1,0,1,0,1,1,0,1
train,387,0,0,0,5,1,-1,0,3.35,12,6,6,22,1,1,0,0,1,1,1,1,0
train,388,0,1,1,19,1,-1,0,11.433333333333334,14,5,11,46,3,1,0,0,1,1,1,1,0
train,389,0,0,0,9,3,-1,0,2.4833333333333334,16,4,12,49,2,1,0,1,0,1,1,1,0
train,390,0,1,0,18,2,-1,0,7.0,17,2,5,20,3,1,0,0,1,1,1,1,0
train,391,0,0,0,14,2,106,2,3.8,15,6,8,32,2,1,0,1,0,1,1,0,1
train,392,0,1,1,13,1,-1,0,16.916666666666668,16,4,5,19,2,1,0,1,0,1,1,1,0
train,393,0,1,0,2,3,-1,0,5.75,17,3,6,22,1,1,0,1,0,1,1,1,0
train,394,0,0,0,14,1,-1,0,5.4,12,3,4,15,3,1,0,1,0,1,1,1,0
train,395,0,0,0,20,2,-1,0,1.6833333333333333,14,0,6,25,4,1,1,0,0,1,1,1,0
train,396,0,1,0,23,4,-1,0,3.7333333333333334,14,0,5,21,4,1,0,1,0,1,1,1,0
train,397,0,1,0,30,2,-1,0,1.3,16,5,1,4,4,1,0,0,1,1,1,1,0
train,398,0,0,1,20,1,-1,0,0.4,17,3,10,42,4,1,1,0,0,1,1,1,0
train,399,0,1,0,21,1,-1,0,8.816666666666666,9,0,11,47,4,1,0,0,1,1,1,1,0
train,400,0,1,0,4,1,-1,0,5.1,14,3,2,5,1,1,0,1,0,1,1,1,0
train,401,0,1,0,13,1,296,11,13.816666666666666,14,4,5,19,2,1,1,0,0,1,1,0,1
train,402,0,1,0,8,3,-1,0,5.133333333333334,17,6,5,18,1,1,0,1,0,1,1,1,0
train,403,0,1,0,6,1,-1,0,4.45,11,2,7,27,2,1,0,0,1,1,1,1,0
train,404,0,1,0,16,1,-1,0,10.866666666666667,16,5,7,28,3,1,1,0,0,1,1,1,0
train,405,0,0,0,27,2,182,2,2.45,13,2,4,17,5,1,0,1,0,1,1,0,1
train,406,0,0,0,21,2,-1,0,4.05,14,6,8,33,3,1,0,0,1,1,1,1,0
train,407,0,1,1,7,3,323,30,18.916666666666668,12,5,5,18,1,1,1,0,0,1,1,0,1
train,408,0,1,0,7,2,138,2,5.45,16,3,4,14,2,1,0,1,0,1,1,0,1
train,409,0,0,0,15,1,-1,0,3.5833333333333335,17,3,9,37,3,1,0,1,0,1,1,1,0
train,410,0,1,0,5,4,15,3,3.566666666666667,11,3,5,18,1,1,0,0,1,1,1,0,1
train,411,0,1,0,21,1,-1,0,7.383333333333334,9,3,7,29,4,1,0,1,0,1,1,1,0
train,412,0,1,0,18,1,-1,0,1.9166666666666667,13,2,5,20,3,1,0,1,0,1,1,1,0
train,413,0,0,1,21,11,-1,0,16.416666666666668,17,3,7,29,4,1,0,0,1,1,1,1,0
train,414,0,0,0,17,2,-1,0,7.6,17,3,11,46,3,1,1,0,0,1,1,1,0
train,415,0,1,0,6,1,-1,0,15.3,10,4,5,18,1,1,1,0,0,1,1,1,0
train,416,0,1,0,21,1,-1,0,8.483333333333333,14,3,7,29,4,1,1,0,0,1,1,1,0
train,417,0,1,0,6,2,-1,0,11.116666666666667,9,4,5,18,1,1,0,1,0,1,1,1,0
train,418,0,1,1,30,1,161,1,8.033333333333333,17,5,4,17,5,1,0,0,1,1,1,0,1
train,419,0,1,0,4,1,246,4,26.316666666666666,13,3,2,5,1,1,0,0,1,1,1,0,1
train,420,0,0,0,21,1,-1,0,0.6,12,0,11,47,4,1,0,1,0,1,1,1,0
train,421,0,1,0,21,3,-1,0,10.633333333333333,15,3,7,29,4,1,0,0,1,1,1,1,0
train,422,0,0,0,12,1,-1,0,2.0,9,5,3,10,2,1,0,1,0,1,1,1,0
train,423,0,1,0,11,3,-1,0,2.1666666666666665,15,2,5,19,2,1,0,1,0,1,1,1,0
train,424,0,1,0,14,2,-1,0,7.3,10,5,5,19,2,1,1,0,0,1,1,1,0
train,425,0,1,0,13,4,-1,0,9.466666666666667,15,4,5,19,2,1,0,1,0,1,1,1,0
train,426,0,1,0,4,1,93,7,3.8333333333333335,12,6,9,35,1,1,0,0,1,1,1,0,1
train,427,0,0,0,12,4,-1,0,3.85,13,4,8,32,2,1,1,0,0,1,1,1,0
train,428,0,0,0,8,4,-1,0,8.533333333333333,10,0,8,32,2,1,0,1,0,1,1,1,0
train,429,0,0,0,3,1,230,1,4.566666666666666,14,5,12,48,1,1,0,0,1,1,1,0,1
train,430,0,1,0,5,2,-1,0,4.833333333333333,16,3,5,18,1,1,0,1,0,1,1,1,0
train,431,0,1,0,25,1,-1,0,3.933333333333333,16,2,5,21,4,1,0,0,1,1,1,1,0
train,432,0,0,1,15,3,-1,0,8.883333333333333,13,4,7,28,3,1,0,1,0,1,1,1,0
train,433,0,0,0,26,2,97,1,6.266666666666667,14,3,5,21,4,1,0,0,1,1,1,0,1
train,434,0,1,0,1,2,92,3,4.883333333333334,10,3,9,35,1,1,0,0,1,1,1,0,1
train,435,0,1,0,20,2,133,1,8.333333333333334,16,6,11,46,3,1,0,1,0,1,1,0,1
train,436,0,0,0,8,2,-1,0,1.5333333333333334,16,0,8,32,2,1,0,1,0,1,1,1,0
train,437,0,1,0,20,5,-1,0,6.4,17,2,4,16,4,1,0,1,0,1,1,1,0
train,438,0,1,0,26,3,-1,0,2.683333333333333,12,3,5,21,4,1,0,1,0,1,1,1,0
train,439,0,0,0,29,11,-1,0,1.55,15,0,8,35,5,1,0,1,0,1,1,1,0
train,440,0,1,0,23,3,-1,0,3.533333333333333,10,5,7,29,4,1,0,1,0,1,1,1,0
train,441,0,1,0,14,3,-1,0,6.283333333333333,15,3,7,28,3,1,0,1,0,1,1,1,0
train,442,0,0,0,12,7,-1,0,22.4,13,4,8,32,2,1,0,0,1,1,1,1,0
train,443,0,0,0,21,1,-1,0,3.25,17,6,8,33,3,1,0,1,0,1,1,1,0
train,444,0,0,0,12,2,-1,0,3.4,14,4,8,32,2,1,1,0,0,1,1,1,0
train,445,0,1,1,4,9,-1,0,5.6,14,2,5,18,1,1,0,1,0,1,1,1,0
train,446,0,1,0,12,2,-1,0,1.9333333333333333,17,3,5,19,2,1,0,0,1,1,1,1,0
train,447,0,1,0,17,2,-1,0,12.3,17,6,4,15,3,1,0,1,0,1,1,1,0
train,448,0,0,0,8,2,-1,0,1.55,14,6,5,18,1,1,0,0,1,1,1,1,0
train,449,0,0,1,5,1,252,2,2.2666666666666666,16,4,2,5,1,1,0,1,0,1,1,0,1
train,450,0,1,0,15,2,-1,0,4.7,12,4,4,15,3,1,0,1,0,1,1,1,0
train,451,0,1,0,14,2,-1,0,1.7333333333333334,14,3,7,28,3,1,0,1,0,1,1,1,0
train,452,0,1,1,18,1,-1,0,1.7833333333333334,10,4,11,46,3,1,1,0,0,1,1,1,0
train,453,0,1,0,7,1,-1,0,3.0,12,5,5,18,1,1,0,0,1,1,1,1,0
train,454,0,0,0,19,1,-1,0,4.466666666666667,14,1,7,29,4,1,0,1,0,1,1,1,0
train,455,0,0,0,28,2,126,2,3.066666666666667,15,3,4,17,5,1,0,1,0,1,1,0,1
train,456,0,0,0,13,1,-1,0,11.233333333333333,12,0,6,24,3,1,0,0,1,1,1,1,0
train,457,0,0,0,21,3,-1,0,11.066666666666666,11,0,11,47,4,1,0,1,0,1,1,1,0
train,458,0,0,0,13,3,-1,0,4.883333333333334,16,5,8,32,2,1,0,1,0,1,1,1,0
train,459,0,0,0,30,2,-1,0,15.816666666666666,13,5,4,17,5,1,0,1,0,1,1,1,0
train,460,0,1,0,22,1,-1,0,4.133333333333334,14,4,7,29,4,1,0,1,0,1,1,1,0
train,461,0,1,0,13,2,-1,0,18.65,11,4,5,19,2,1,0,0,1,1,1,1,0
train,462,0,1,0,12,1,301,1,0.9833333333333333,17,3,5,19,2,1,0,0,1,1,1,0,1
train,463,0,0,0,4,2,-1,0,2.066666666666667,16,5,6,22,1,1,0,0,1,1,1,1,0
train,464,0,1,0,6,2,-1,0,1.5333333333333334,14,0,6,23,2,1,0,0,1,1,1,1,0
train,465,0,0,0,5,4,-1,0,9.166666666666666,12,4,2,5,1,1,0,0,1,1,1,1,0
train,466,0,1,0,16,3,238,2,4.85,9,2,3,11,3,1,0,1,0,1,1,0,1
train,467,0,1,0,14,2,-1,0,0.6666666666666666,17,5,5,19,2,1,0,1,0,1,1,1,0
train,468,0,1,1,10,1,-1,0,1.3333333333333333,10,6,7,27,2,1,0,1,0,1,1,1,0
train,469,0,1,0,20,1,-1,0,1.4666666666666666,16,6,11,46,3,1,0,1,0,1,1,1,0
train,470,0,0,0,10,1,-1,0,2.783333333333333,13,2,8,32,2,1,0,0,1,1,1,1,0
train,471,0,1,0,9,4,-1,0,1.3833333333333333,16,0,5,19,2,1,0,0,1,1,1,1,0
train,472,0,1,0,24,2,-1,0,3.8333333333333335,15,6,7,29,4,1,0,1,0,1,1,1,0
train,473,0,0,0,14,2,-1,0,9.2,14,6,8,32,2,1,0,1,0,1,1,1,0
train,474,0,1,0,14,2,-1,0,8.683333333333334,17,5,5,19,2,1,0,1,0,1,1,1,0
train,475,0,0,0,21,6,-1,0,11.2,10,5,5,20,3,1,0,1,0,1,1,1,0
train,476,0,1,0,13,3,370,2,14.55,15,4,5,19,2,1,0,1,0,1,1,0,1
train,477,0,1,1,22,2,-1,0,2.283333333333333,15,4,7,29,4,1,0,1,0,1,1,1,0
train,478,0,1,0,21,2,-1,0,2.683333333333333,15,5,5,20,3,1,0,1,0,1,1,1,0
train,479,0,0,0,21,4,-1,0,3.9,9,6,8,33,3,1,0,1,0,1,1,1,0
train,480,0,1,0,6,1,98,2,2.033333333333333,9,2,4,14,2,1,0,0,1,1,1,0,1
train,481,0,1,0,16,2,-1,0,6.433333333333334,14,5,4,15,3,1,0,1,0,1,1,1,0
train,482,0,0,0,3,1,195,1,11.75,14,4,6,22,1,1,0,1,0,1,1,0,1
train,483,0,1,0,27,3,-1,0,3.4,9,4,5,21,4,1,1,0,0,1,1,1,0
train,484,0,1,0,19,1,-1,0,1.8,9,5,11,46,3,1,0,1,0,1,1,1,0
train,485,0,0,0,12,4,-1,0,9.316666666666666,13,4,8,32,2,1,0,1,0,1,1,1,0
train,486,0,0,0,22,12,-1,0,10.85,11,0,8,34,4,1,0,1,0,1,1,1,0
train,487,0,1,0,20,1,-1,0,1.4666666666666666,15,6,11,46,3,1,0,1,0,1,1,1,0
train,488,0,0,0,18,3,-1,0,1.55,16,3,8,33,3,1,0,1,0,1,1,1,0
train,489,0,0,0,4,1,-1,0,11.916666666666666,17,3,2,5,1,1,0,1,0,1,1,1,0
train,490,0,0,0,10,3,-1,0,1.4,16,5,9,36,2,1,0,1,0,1,1,1,0
train,491,0,0,0,16,1,-1,0,0.85,15,0,5,20,3,1,0,0,1,1,1,1,0
train,492,0,0,1,3,4,204,4,2.066666666666667,12,2,2,5,1,1,0,1,0,1,1,0,1
train,493,0,1,0,13,1,363,1,6.166666666666667,13,4,5,19,2,1,0,0,1,1,1,0,1
train,494,0,1,0,20,26,-1,0,0.4166666666666667,11,0,6,25,4,1,1,0,0,1,1,1,0
train,495,0,1,1,9,4,-1,0,21.5,17,5,7,27,2,1,0,1,0,1,1,1,0
train,496,0,0,0,22,1,-1,0,10.35,12,4,4,16,4,1,0,0,1,1,1,1,0
train,497,0,0,0,28,24,-1,0,1.65,15,6,8,34,4,1,0,1,0,1,1,1,0
train,498,0,0,0,22,4,-1,0,3.9833333333333334,17,0,8,34,4,1,0,1,0,1,1,1,0
train,499,0,0,0,26,3,205,2,6.75,12,3,5,21,4,1,0,0,1,1,1,0,1
train,500,0,0,0,12,2,-1,0,2.6333333333333333,9,1,4,15,3,1,0,0,1,1,1,1,0
train,501,0,1,1,18,2,-1,0,17.116666666666667,13,2,5,20,3,1,0,0,1,1,1,1,0
train,502,0,1,0,23,4,-1,0,21.816666666666666,13,5,7,29,4,1,0,1,0,1,1,1,0
train,503,0,0,0,12,3,182,2,30.583333333333332,12,4,2,6,2,1,0,1,0,1,1,0,1
train,504,0,1,0,6,1,167,1,2.6333333333333333,16,4,5,18,1,1,0,0,1,1,1,0,1
train,505,0,0,0,8,1,-1,0,0.23333333333333334,9,6,5,18,1,1,0,0,1,1,1,1,0
train,506,0,1,0,2,1,-1,0,0.4,12,3,6,22,1,1,0,1,0,1,1,1,0
train,507,0,1,0,21,2,-1,0,10.816666666666666,16,5,5,20,3,1,0,1,0,1,1,1,0
train,508,0,1,0,7,1,169,3,17.166666666666668,10,5,5,18,1,1,0,1,0,1,1,0,1
train,509,0,1,0,16,1,-1,0,22.766666666666666,11,5,4,15,3,1,0,1,0,1,1,1,0
train,510,0,0,0,25,2,-1,0,0.8,15,0,7,30,5,1,1,0,0,1,1,1,0
train,511,0,0,0,5,3,-1,0,10.05,14,4,8,31,1,1,1,0,0,1,1,1,0
train,512,0,1,0,4,2,204,2,1.8666666666666667,16,3,2,5,1,1,0,1,0,1,1,0,1
train,513,0,0,0,10,1,-1,0,1.1166666666666667,16,6,7,27,2,1,0,0,1,1,1,1,0
train,514,0,1,0,8,1,-1,0,16.783333333333335,9,6,5,18,1,1,0,1,0,1,1,1,0
train,515,0,1,0,30,4,-1,0,14.85,11,0,5,22,5,1,0,0,1,1,1,1,0
train,516,0,1,0,11,1,-1,0,1.6666666666666667,12,2,5,19,2,1,0,1,0,1,1,1,0
train,517,0,0,0,31,3,-1,0,0.5166666666666667,10,6,7,30,5,1,0,1,0,1,1,1,0
train,518,0,1,0,15,1,-1,0,11.583333333333334,15,6,5,19,2,1,0,1,0,1,1,1,0
train,519,0,0,0,19,2,-1,0,3.2333333333333334,9,4,8,33,3,1,0,1,0,1,1,1,0
train,520,0,0,0,5,1,-1,0,18.716666666666665,10,6,6,22,1,1,0,0,1,1,1,1,0
train,521,0,1,0,7,5,-1,0,4.55,10,3,7,27,2,1,0,0,1,1,1,1,0
train,522,0,0,0,15,1,91,2,2.85,13,0,2,7,3,1,0,0,1,1,1,0,1
train,523,0,1,1,18,3,-1,0,2.966666666666667,15,2,5,20,3,1,1,0,0,1,1,1,0
train,524,0,0,0,11,4,-1,0,1.7333333333333334,12,3,8,32,2,1,0,1,0,1,1,1,0
train,525,0,1,1,14,11,-1,0,0.9,15,5,5,19,2,1,0,1,0,1,1,1,0
train,526,0,1,0,13,1,287,2,3.6166666666666667,12,4,5,19,2,1,0,1,0,1,1,0,1
train,527,0,0,0,27,1,-1,0,21.633333333333333,15,1,9,39,5,1,0,0,1,1,1,1,0
train,528,0,1,1,8,1,-1,0,18.0,12,6,5,18,1,1,1,0,0,1,1,1,0
train,529,0,0,0,17,5,184,3,18.783333333333335,11,3,11,46,3,1,0,1,0,1,1,0,1
train,530,0,0,1,30,2,-1,0,9.466666666666667,17,5,1,4,4,1,0,0,1,1,1,1,0
train,531,0,1,0,7,4,186,5,5.783333333333333,14,2,12,49,2,1,1,0,0,1,1,0,1
